0,40,437,dalma.png,542,775
1,15,492,dalma.png,542,775
2,20,558,dalma.png,542,775
3,30,611,dalma.png,542,775
4,40,643,dalma.png,542,775
5,67,678,dalma.png,542,775
6,102,714,dalma.png,542,775
7,137,735,dalma.png,542,775
8,194,755,dalma.png,542,775
9,258,753,dalma.png,542,775
10,321,743,dalma.png,542,775
11,372,720,dalma.png,542,775
12,415,698,dalma.png,542,775
13,443,677,dalma.png,542,775
14,489,623,dalma.png,542,775
15,508,541,dalma.png,542,775
16,498,451,dalma.png,542,775
17,31,355,dalma.png,542,775
18,50,342,dalma.png,542,775
19,75,327,dalma.png,542,775
20,109,325,dalma.png,542,775
21,164,341,dalma.png,542,775
22,239,328,dalma.png,542,775
23,300,320,dalma.png,542,775
24,333,322,dalma.png,542,775
25,359,338,dalma.png,542,775
26,392,355,dalma.png,542,775
27,153,364,dalma.png,542,775
28,117,396,dalma.png,542,775
29,72,461,dalma.png,542,775
30,69,494,dalma.png,542,775
31,53,513,dalma.png,542,775
32,68,521,dalma.png,542,775
33,94,528,dalma.png,542,775
34,124,532,dalma.png,542,775
35,151,525,dalma.png,542,775
36,29,384,dalma.png,542,775
37,45,367,dalma.png,542,775
38,70,358,dalma.png,542,775
39,106,360,dalma.png,542,775
40,92,394,dalma.png,542,775
41,59,401,dalma.png,542,775
42,237,370,dalma.png,542,775
43,274,365,dalma.png,542,775
44,323,386,dalma.png,542,775
45,354,411,dalma.png,542,775
46,307,431,dalma.png,542,775
47,257,416,dalma.png,542,775
47,57,601,dalma.png,542,775
48,74,585,dalma.png,542,775
49,98,574,dalma.png,542,775
50,124,571,dalma.png,542,775
51,177,577,dalma.png,542,775
52,216,590,dalma.png,542,775
53,255,607,dalma.png,542,775
54,233,637,dalma.png,542,775
55,197,648,dalma.png,542,775
56,152,648,dalma.png,542,775
57,115,636,dalma.png,542,775
58,88,625,dalma.png,542,775
59,229,618,dalma.png,542,775
60,209,620,dalma.png,542,775
61,190,619,dalma.png,542,775
62,170,610,dalma.png,542,775
63,153,602,dalma.png,542,775
64,129,602,dalma.png,542,775
65,103,603,dalma.png,542,775
66,82,605,dalma.png,542,775
67,72,605,dalma.png,542,775
68,36,301,dalma.png,542,775
69,51,243,dalma.png,542,775
70,114,170,dalma.png,542,775
71,210,138,dalma.png,542,775
72,323,167,dalma.png,542,775
73,403,220,dalma.png,542,775
74,476,324,dalma.png,542,775